feedback,sentiment,category
"Today, the application is lagging badly I need assistance.",neutral,performance
I am having trouble because the app takes too long to load,negative,performance
"Today, it would be great to have a dark theme This is frustrating.",positive,feature_request
"Recently, the card payment keeps failing This happens repeatedly.",negative,payment
"Today, the page becomes blank after clicking the button I need assistance.",negative,bug
"Honestly, the application freezes frequently I need assistance.",negative,performance
Nobody from customer support has contacted me I need assistance.,positive,support
"Unfortunately, please add a filter for previous orders Please help.",neutral,feature_request
"Today, i forgot my password and cannot sign in Please look into it.",neutral,login
I noticed that i was charged but the order was not placed Please help.,negative,payment
Money was deducted but the payment failed I need assistance.,negative,payment
The support experience was disappointing,negative,support
"Unfortunately, i was charged but the order was not placed This is frustrating.",negative,payment
I noticed that the support team did not resolve my problem This is frustrating.,positive,support
"Today, something is broken in the application Please help.",negative,bug
Please add more payment methods Please look into it.,neutral,feature_request
"Recently, it takes forever to open the dashboard Can you fix this?",negative,performance
"Honestly, it takes forever to open the dashboard I need assistance.",negative,performance
"Honestly, the customer care representative was helpful This happens repeatedly.",negative,support
"Today, my payment is stuck I need assistance.",negative,payment
"Today, the application is lagging badly This happens repeatedly.",negative,performance
"Today, i cannot complete the payment Please look into it.",negative,payment
"Today, i would like an option to download invoices Please help.",neutral,feature_request
"Unfortunately, nobody from customer support has contacted me",negative,support
"Honestly, the order status is displaying incorrectly",negative,bug
